date,sku_code,product_name,category,quantity_sold
2024-04-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,13
2024-04-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,17
2024-04-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,41
2024-04-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-04-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,102
2024-04-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-04-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,7
2024-04-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-04-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,29
2024-04-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,7
2024-04-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,31
2024-04-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,66
2024-04-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,40
2024-04-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-04-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,48
2024-04-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-04-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,18
2024-04-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-04-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,23
2024-04-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,54
2024-04-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,33
2024-04-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,27
2024-05-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,1
2024-05-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,35
2024-05-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,37
2024-05-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,22
2024-05-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-05-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-05-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,1
2024-05-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-05-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-05-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,17
2024-05-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,4
2024-05-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,32
2024-05-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-05-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,27
2024-05-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,13
2024-05-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,48
2024-05-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-05-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,3
2024-05-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,25
2024-05-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,17
2024-05-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-05-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-05-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,29
2024-05-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-05-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-05-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-05-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,8
2024-05-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-05-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,46
2024-05-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-05-31,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,35
2024-06-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-06-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,25
2024-06-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-06-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,17
2024-06-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-06-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-06-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,26
2024-06-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-06-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-06-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-06-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-06-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-06-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,9
2024-06-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,9
2024-06-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,56
2024-06-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-06-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,49
2024-06-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-06-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,49
2024-06-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,33
2024-06-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,8
2024-06-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-06-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,35
2024-06-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-06-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,39
2024-06-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,31
2024-06-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,55
2024-06-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-06-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,30
2024-06-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,23
2024-07-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-07-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-07-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-07-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,1
2024-07-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,51
2024-07-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-07-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,37
2024-07-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,28
2024-07-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-07-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,4
2024-07-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,58
2024-07-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-07-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,7
2024-07-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-07-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,7
2024-07-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,52
2024-07-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,30
2024-07-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,6
2024-07-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-07-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,0
2024-07-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,9
2024-07-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-07-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-07-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,1
2024-07-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-07-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,38
2024-07-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,6
2024-07-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-07-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,8
2024-07-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-07-31,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,28
2024-08-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-08-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,3
2024-08-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,34
2024-08-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,10
2024-08-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,29
2024-08-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-08-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,48
2024-08-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,14
2024-08-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,6
2024-08-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,36
2024-08-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,60
2024-08-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-08-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,36
2024-08-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,8
2024-08-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,29
2024-08-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,41
2024-08-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,34
2024-08-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,27
2024-08-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,50
2024-08-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,25
2024-08-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,17
2024-08-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,55
2024-08-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,9
2024-08-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,43
2024-08-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,8
2024-08-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-08-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,48
2024-08-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,36
2024-08-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,52
2024-08-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,45
2024-08-31,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,50
2024-09-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,22
2024-09-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,34
2024-09-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,102
2024-09-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-09-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,3
2024-09-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,61
2024-09-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,50
2024-09-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-09-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,71
2024-09-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,4
2024-09-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,35
2024-09-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-09-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,37
2024-09-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,18
2024-09-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,165
2024-09-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-09-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,36
2024-09-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,68
2024-09-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,15
2024-09-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,23
2024-09-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-09-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,44
2024-09-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,29
2024-09-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,107
2024-09-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,107
2024-09-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,73
2024-09-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,6
2024-09-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,7
2024-09-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,6
2024-09-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,50
2024-10-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,21
2024-10-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,33
2024-10-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,134
2024-10-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,69
2024-10-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-10-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,96
2024-10-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,57
2024-10-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,129
2024-10-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,18
2024-10-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,38
2024-10-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-10-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,16
2024-10-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,12
2024-10-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,18
2024-10-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-10-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,41
2024-10-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,18
2024-10-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,5
2024-10-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,15
2024-10-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,48
2024-10-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,63
2024-10-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,88
2024-10-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,23
2024-10-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,1
2024-10-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,24
2024-10-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,64
2024-10-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,43
2024-10-28,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,61
2024-10-29,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,41
2024-10-30,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,9
2024-10-31,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,53
2024-11-01,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,80
2024-11-02,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,41
2024-11-03,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,46
2024-11-04,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,76
2024-11-05,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,5
2024-11-06,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,23
2024-11-07,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-11-08,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,87
2024-11-09,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,1
2024-11-10,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,31
2024-11-11,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,0
2024-11-12,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,4
2024-11-13,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,2
2024-11-14,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,11
2024-11-15,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,19
2024-11-16,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,20
2024-11-17,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,10
2024-11-18,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,42
2024-11-19,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,6
2024-11-20,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,38
2024-11-21,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,17
2024-11-22,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,71
2024-11-23,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,25
2024-11-24,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,29
2024-11-25,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,42
2024-11-26,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,43
2024-11-27,AASWHO0001,Aashirvaad Whole Wheat Atta 5kg,staples,9
